locality,home_type,subtype,price,type_of_sale,room,area,equipped,furnished,open_fire,terrace,terrace_area,garden,garden_area,surface_of_land_area,facades,swimming_pool,state_of building
 Rue de l'Enseignement 97,Maison,,120000,,,,,0,,,,,, 0.49 are,,0,
 Rue Namont 101,Maison,,120000,,,,,0,,,,,, 0.58 are,,0,
 Montagne Sainte-Walburge 6,Appartement,,120000,,1,,,0,,,,,,,,0,
 Montagne Sainte-Walburge 6,Appartement,,120000,,1,,,0,,,,,,,,0,
 Rue de la Vieille Fosse 47,Maison,,120000,,,,,0,,,,1, 0.15 are, 0.55 are,,0,
 Grand'Rue d'Acren 24,Maison,,120000,,,,,0,,,,,, 6.7 ares,,0,
 Chaussée de Bruxelles 415,Maison,,120000,,,,,0,,,,1, 4 ares, 4 ares,,0,
 Koninklijke Baan 359,Appartement,,120000,,1,,,0,,,,,, 36.48 ares,,0,
 emile vandervelde 25b,Appartement,,120000,,1,,,0,,,,,,,,0,
 Boekareststraat 5,Appartement,,124000,,1,,,0,,,,,,,,0,
 Europagalerij 5,Studio,,124000,,,,,0,,,,,,,,0,
 Pachtersstraat 22,Maison,,124900,,,,,0,,,,,, 1.45 are,,0,
 Kroonstraat 167,Immeuble,,124900,,1,,,0,,,,,,,,0,
 Fontaine Saint-Jean,Appartement,,125000,,1,,,0,,,,,,,,0,
 Fontaine Saint-Jean,Appartement,,125000,,1,,,0,,,,,,,,0,
,Maison,,125000,,,,,,,,,,, 3.31 ares,,0,
 Graaf Jansdijk 15,Appartement,,125000,,,,,,,,,,,,,0,
,Maison,,125000,,,,,0,,,,,,,,0,
 Zeedijk-Heist 166,Studio,,125000,,1,,,0,,,,,,,,0,
 Kaïrostraat 1,Appartement,,125000,,1,,,0,,,,,,,,0,
 Christinastraat 96,Appartement,,125000,,,,,0,,,,,,,,0,
 Blijde Inkomststraat 1,Appartement,,125000,,1,,,0,,,,,,,,0,
,Maison,,125000,,,,,0,,,,,,,,0,
 Route de Mons 141,Rez-de-chaussée,,125000,,1,,,0,,,,,,,,0,
 Rue de la Princesse 221,Maison,,125000,,,,,0,,,,,,,,0,
 Esplanade de la paix 6,Appartement,,125000,,,,,0,,,,,,,,0,
 Rue du Thier à Liège 9,Maison,,125000,,,,,0,,,,,, 1.53 are,,0,
 Noordlaan 51,Penthouse,,125000,,1,,,0,,,,,,,,0,
 Vlaanderenstraat 2,Appartement,,125000,,1,,,0,,,,,,,,0,
 Alexandre Ponchonstraat 14,Studio,,125000,,,,,0,,,,,,,,0,
 Rue de la Colline 47,Maison,,125000,,,,,0,,,,,,,,0,
 Montagne Sainte-Walburge 6,Appartement,,125000,,1,,,0,,,,,,,,0,
 Kattelijnestraat lv 29,Maison,,125000,,,,,0,,,,,, 32.11 ares,,0,
 Oude Kleerkopersstraat 2,Maison,,125000,,,,,0,,,,,, 0.46 are,,0,
 Zeedijk 96,Appartement,,125000,,1,,,0,,,,,,,,0,
 Vaartstraat 42,Appartement,,125000,,1,,,0,,,,,,,,0,
 Schoolstraat 8,Maison,,125000,,,,,0,,,,,, 0.75 are,,0,
 Vaartstraat 42,Appartement,,125000,,1,,,0,,,,,,,,0,
 Rue Brogniez 68,Appartement,,125000,,1,,,0,,,,,,,,0,
 Rue de la Fontaine 2,Maison,,126000,,,,,0,,,,1, 1.4 are, 4.4 ares,,0,
 Koninklijke Baan 359,Appartement,,126500,,1,,,0,,,,,, 36.48 ares,,0,
 Rue de la Gare 26,Maison,,127500,,,,,0,,,,,,,,0,
 Het Veld 54,Maison,,128000,,,,,0,,,,,,,,0,
,Maison,,128000,,,,,0,,,,1, 8.1 ares, 8.1 ares,,0,
,Maison,,128000,,,,,0,,,,1, 3.4 ares, 3.4 ares,,0,
 Rue des Brailles 9,Maison,,128000,,,,,0,,,,,, 4.43 ares,,0,
 Alexandre Ponchonstraat 8,Studio,,129000,,1,,,0,,,,,,,,0,
,Triplex,,129000,,,,,0,,,,,,,,0,
 Elisalaan 27,Studio,,129000,,,,,0,,,,,,,,0,
,Maison,,129000,,,,,0,,,,,,,,0,
,Duplex,,129000,,,,,0,,,,,,,,0,
 Antoine van Cailliestraat 18,Appartement,,129000,,1,,,0,,,,,,,,0,
 Herentalsebaan 384,Appartement,,129000,,1,,,0,,,,,,,,0,
 Langestraat 39,Appartement,,129000,,1,,,0,,,,,,,,0,
 Plantin en Moretuslei 192,Appartement,,129000,,1,,,0,,,,,,,,0,
 Rue François-Joseph Navez 45,Appartement,,129000,,1,,,0,,,,,,,,0,
 Rue des Français 90,Maison,,129000,,,,,0,,,,,,,,0,
 Boulevard Frans Dewandre 10,Appartement,,129000,,,,,0,,,,,,,,0,
 Rue Edmond de Grimberghe 38 D,Appartement,,129000,,1,,,0,,,,,,,,0,
 Plantinstraat 23,Appartement,,129000,,,,,0,,,,,, 16.14 ares,,0,
 Rue Jonet 200,Appartement,,129000,,,,,0,,,,,,,,0,
 Rue Saint-Jean 13,Maison,,129000,,,,,0,,,,,, 1.65 are,,0,
 Rue de la Station 71,Appartement,,129000,,1,,,0,,,,,,,,0,
 Rue de Marcasse 44,Maison,,129000,,,,,0,,,,,, 2.2 ares,,0,
 Elisalaan 29,Studio,,129000,,1,,,0,,,,,, 0.35 are,,0,
 Fontaine Saint-Jean,Appartement,,129500,,,,,0,,,,,,,,0,
 Fontaine Saint-Jean,Appartement,,129500,,,,,0,,,,,,,,0,
 Fraiture 40,Appartement,,129500,,,,,0,,,,,,,,0,
 Lange Lozanastraat  233,Appartement,,129900,,1,,,0,,,,,,,,0,
,Appartement,,130000,,,,,0,,,,,,,,0,
 Koningin Astridlaan 15,Studio,,130000,,,,,0,,,,,,,,0,
 Rue de Veeweyde 148,Appartement,,130000,,,,,0,,,,,,,,0,
 Leffingestraat 135F,Appartement,,130000,,,,,0,,,,,,,,0,
,Maison,,130000,,,,,0,,,,1, 1.22 are, 1.22 are,,0,
 Rue de la Vallée 138,Appartement,,130000,,,,,0,,,,,,,,0,
 Sint-Idesbaldusstraat 17,Rez-de-chaussée,,130000,,,,,0,,,,,, 2.46 ares,,0,
 Franslaan 57,Studio,,130000,,,,,0,,,,,,,,0,
 Montagne Sainte-Walburge 6,Appartement,,130000,,1,,,0,,,,,,,,0,
 Professor Blanchardlaan 12,Studio,,130000,,1,,,0,,,,,, 0.4 are,,0,
 Sint-Sebastiaansstraat 3,Appartement,,130000,,1,,,0,,,,,,,,0,
 Avenue Jean Dubrucq 86,Appartement,,130000,,1,,,0,,,,,,,,0,
,Studio,,132000,,,,,0,,,,,,,,0,
 Distellaan 79,Appartement,,133000,,,,,0,,,,,,,,0,
 Kaai 3,Appartement,,134000,,1,,,0,,,,,,,,0,
 Rue Nos Cisses 13,Maison,,134000,,,,,0,,,,1, 49.2 ares, 49.2 ares,,0,
 Chaussée de Wervicq 55,Maison,,134900,,,,,0,,,,,, 1.81 are,,0,
 Lijnbaanstraat 63,Appartement,,135000,,1,,,,,,,,,,,0,
 Rue de la Motte 121,Maison,,135000,,,,,0,,,,,, 2.3 ares,,0,
 GENTSESTRAAT 105,Appartement,,135000,,,,,0,,,,,,,,0,
 APPELTERRE-DORP 25,Maison,,135000,,,,,0,,,,,, 0.91 are,,0,
 Rue Trenchon 61,Maison,,135000,,,,,0,,,,,, 3.5 ares,,0,
 Rue Jules Lebrun 2,Studio,,135000,,1,,,0,,,,,,,,0,
 Dynastielaan 34,Studio,,135000,,,,,0,,,,,, 0.38 are,,0,
 Kortrijkseweg 133,Appartement,,135000,,1,,,0,,,,,,,,0,
 Zeedijk 34,Studio,,135000,,,,,0,,,,,,,,0,
 Rue Général Freyberg 14,Maison,,135000,,,,,0,,,,,, 0.7 are,,0,
 Porte d'Ogy 56,Maison,,135000,,,,,0,,,,,, 1.2 are,,0,
 Cité des Bois 36,Maison,,135000,,,,,0,,,,1, 3.88 ares, 4.65 ares,,0,
,Bungalow,,135000,,1,,,0,,,,1, 3.6 ares, 4.6 ares,,0,
 grande  89,Maison,,135000,,,,,0,,,,,,,,0,
 avenue  roi albert  718,Maison,,135000,,,,,0,,,,,,,,0,
 Plakkersstraat 67,Appartement,,135000,,1,,,0,,,,,,,,0,
 Rue Président Wilson,Appartement,,135600,,1,,,0,,,,,,,,0,
,Maison,,135900,,,,,0,,,,,,,,0,
 grand rue  92,Appartement,,136000,,,,,0,,,,,,,,0,
 Van Haelenstraat 10,Appartement,,137000,,,,,0,,,,,, 2.4 ares,,0,
 Essex Scottishlaan 51,Studio,,137000,,,,,0,,,,,,,,0,
 Essex Scottishlaan 53,Studio,,137000,,,,,0,,,,,,,,0,
 Essex Scottishlaan 53,Studio,,137000,,,,,0,,,,,,,,0,
 Brugsevaart 40,Appartement,,137500,,1,,,0,,,,,,,,0,
,Maison,,137500,,,,,0,,,,,,,,0,
 Rue Francois-Joseph Peterinck 7,Appartement,,138000,,1,,,0,,,,,,,,0,
,Appartement,,138000,,1,,,,,,,,,,,0,
,Appartement,,138000,,,,,,,,,,,,,0,
 Rue du Corbeau 21,Maison,,138500,,,,,0,,,,,, 8.22 ares,,0,
 Dorpsstraat 89,Appartement,,139000,,,,,0,,,,,,,,0,
 Graaf Jansstraat 4,Studio,,139000,,,,,0,,,,,,,,0,
 Rue du Rond Point 72,Maison,,139000,,,,,0,,,,,,,,0,
 Molendam 11,Maison,,139000,,,,,0,,,,,, 0.76 are,,0,
 Boulevard Émile Bockstael 173,Appartement,,139000,,1,,,0,,,,,,,,0,
,Appartement,,139000,,,,,0,,,,,,,,0,
,Rez-de-chaussée,,139000,,,,,0,,,,,,,,0,
 Rue de Plainevaux 327,Maison,,139000,,,,,0,,,,1, 0.72 are, 0.72 are,,0,
 Borsu 22,Maison,,139000,,,,,0,,,,,,,,0,
 Paul Orbanpromenade 3,Studio,,139000,,,,,0,,,,,,,,0,
 Kortrijksesteenweg 242,Appartement,,139000,,1,,,0,,,,,,,,0,
 Europagalerij 2,Appartement,,139000,,1,,,0,,,,,,,,0,
 Rue du Pont 29,Maison,,139000,,,,,0,,,,,, 3.22 ares,,0,
 Essex Scottishlaan 53,Studio,,139000,,,,,0,,,,,,,,0,
 Veurnestraat 13F,Studio,,139000,,,,,0,,,,,,,,0,
 Rue Saint-Fiacre 119,Maison,,139000,,,,,0,,,,,,,,0,
 Chemin du Calvaire 22,Chalet,,139000,,,,,0,,,,,,,,0,
 Essex Scottishlaan 53,Studio,,139000,,,,,0,,,,,,,,0,
 Essex Scottishlaan 51,Studio,,139000,,,,,0,,,,,,,,0,
 Krommedijk 53-57,Appartement,,139000,,1,,,0,,,,,,,,0,
 Chaussée Impériale 151,Appartement,,139000,,,,,0,,,,,, 4.06 ares,,0,
 Domaine Vincent van Gogh 49,Maison,,139000,,,,,0,,,,,,,,0,
 Henri Choméstraat 59,Studio,,139000,,1,,,0,,,,,,,,0,
 Henri Choméstraat 59,Appartement,,139000,,1,,,0,,,,,,,,0,
 Fontaine Saint-Jean,Appartement,,139500,,,,,0,,,,1, 1 are,,,0,
 Fontaine Saint-Jean,Appartement,,139500,,,,,0,,,,1, 1 are,,,0,
 Fontaine Saint-Jean,Appartement,,139500,,,,,0,,,,1, 1 are,,,0,
 Eilandstraat 1,Maison,,139500,,,,,0,,,,,, 0.75 are,,0,
 Voorzienigheidsstraat  3,Maison,,139500,,,,,0,,,,,, 0.6 are,,0,
 Montagne Sainte-Walburge 6,Appartement,,139500,,,,,0,,,,,,,,0,
 Rue Entre-Deux-Portes 6,Appartement,,139500,,,,,0,,,,,, 2.45 ares,,0,
 Rue Entre-Deux-Portes 6,Appartement,,139500,,1,,,0,,,,,, 2.45 ares,,0,
 Rue du Port 120,Appartement,,139500,,,,,0,,,,,,,,0,
 Sint-Catharinaplein 23,Appartement,,139750,,,,,0,,,,,,,,0,
 Rue d'Armentières 381A,Maison,,139900,,,,,0,,,,,, 5.36 ares,,0,
 Rue Neuve 46,Maison,,139900,,,,,0,,,,,, 1.42 are,,0,
 Koningsstraat 70-72,Appartement,,139990,,1,,,0,,,,,,,,0,
" Route de Durbuy, Bloc B",Appartement,,140000,,1,,,0,,,,,,,,0,
 Vakantiestraat 3,Studio,,140000,,,,,0,,,,,,,,0,
 rue bois de la ville 174,Maison,,140000,,,,,0,,,,,,,,0,
,Duplex,,140000,,,,,0,,,,,,,,0,
 Place Albert 1er 28 et 29,Maison,,140000,,,,,0,,,,,, 1.1 are,,0,
,Appartement,,140000,,,,,0,,,,,,,,0,
 Rue Grégoire Wincqz 32,Maison,,140000,,,,,0,,,,,, 2.4 ares,,0,
 J. Casselaan 32,Studio,,140000,,,,,0,,,,,,,,0,
 Rue Vigneux 21,Maison,,140000,,,,,0,,,,1, 5 ares, 6.14 ares,,0,
 Rue d'Hornu 131,Maison,,140000,,,,,0,,,,1, 1 are, 1.6 are,,0,
 Rue Haut -Vinâve  70,Maison,,140000,,,,,0,,,,1, 0.3 are, 12.05 ares,,0,
 Grand'Rue 97,Appartement,,140000,,,,,0,,,,,,,,0,
" Route de Durbuy, Bloc B",Appartement,,140000,,1,,,0,,,,,,,,0,
 Bosweg 27,Maison,,140000,,,,,0,,,,,, 2.02 ares,,0,
,Maison,,142000,,,,,0,,,,1, 3.18 ares,,,0,
 Avenue de Roodebeek 16,Studio,,142000,,,,,0,,,,,,,,0,
 Essex Scottishlaan 53,Studio,,142500,,,,,0,,,,,,,,0,
 Essex Scottishlaan 53,Studio,,142500,,,,,0,,,,,,,,0,
 Kursaallaan 21,Appartement,,143000,,,,,0,,,,,, 1.59 are,,0,
 Rue Entre-les-Ponts 9,Appartement,,143405,,1,,,0,,,,,, 0.84 are,,0,
 Brugse Vaart 40C,Rez-de-chaussée,,144000,,1,,,0,,,,,,,,0,
 Rue Brixhe 3,Immeuble,,144500,,,,,0,,,,,, 0.7 are,,0,
 Rue des comptes de salm 16,Maison,,144500,,,,,0,,,,,, 1.51 are,,0,
 Rue Jules Mélotte/Rue du Pousset,Appartement,,145000,,1,,,0,,,,,,,,0,
 Alexandre Ponchonstraat 11,Appartement,,145000,,1,,,0,,,,,,,,0,
,Appartement,,145000,,,,,0,,,,,,,,0,
 Brugsevaart 40,Duplex,,145000,,1,,,0,,,,,,,,0,
 Osbroekstraat 14,Maison,,145000,,,,,0,,,,,,,,0,
 Jozef II-Straat 20,Appartement,,145000,,1,,,0,,,,,,,,0,
 Rue des Ecoles,Maison,,145000,,,,,0,,,,,,,,0,
 raversijdestraat 22,Appartement,,145000,,1,,,,,,,,,,,0,
,Maison,,145000,,,,,0,,,,,,,,0,
 Rue du Grand Orme 3,Appartement,,145000,,,,,0,,,,,,,,0,
,Studio,,145000,,,,,0,,,,,,,,0,
 Rue Florian Montagne 110,Maison,,145000,,,,,0,,,,,, 1.2 are,,0,
 Rue Émile Vandervelde 310,Maison,,145000,,,,,0,,,,,, 9.8 ares,,0,
,Appartement,,145000,,,,,,,,,,,,,0,
 dries 73,Maison,,145000,,,,,0,,,,,, 0.6 are,,0,
 Johannastraat 1-3,Appartement,,145000,,1,,,0,,,,,,,,0,
 Fabiolaplein 3,Studio,,145000,,,,,0,,,,,, 0.67 are,,0,
 Montagne Sainte-Walburge 6,Appartement,,145000,,,,,0,,,,,,,,0,
 Montagne Sainte-Walburge 6,Appartement,,145000,,,,,0,,,,,,,,0,
 Hugo Verrieststraat 20,Maison,,145000,,,,,0,,,,,, 1.4 are,,0,
 Domaine du Pierreux 64-65,Chalet,,145000,,,,,0,,,,,, 12.03 ares,,0,
 Felix Timmermanslaan 12 ,Appartement,,145000,,1,,,0,,,,,,,,0,
 Franslaan 57,Studio,,145000,,,,,0,,,,,,,,0,
 Vooruitgangstraat 217-219,Studio,,145000,,,,,0,,,,,,,,0,
 Werkhuisstraat 7,Kot,,145000,,1,,,0,,,,,,,,0,
 Brugsevaart 40,Appartement,,147000,,1,,,0,,,,,,,,0,
 Rue Brogniez 158,Studio,,147500,,1,,,0,,,,,,,,0,
 Leeuwerikenstraat 41,Immeuble,,148000,,,,,0,,,,,, 0.35 are,,0,
 Rue des Esses 11,Appartement,,148500,,,,,0,,,,,, 0.5 are,,0,
 Rue des Esses 11,Maison,,148500,,,,,0,,,,,, 0.5 are,,0,
 Chaussée Roosevelt 21-22,Appartement,,148500,,1,,,0,,,,,,,,0,
 Rue Président Wilson,Appartement,,149000,,1,,,0,,,,,,,,0,
 Raversijdestraat 56,Appartement,,149000,,1,,,0,,,,,,,,0,
 Ollevierlaan 31,Appartement,,149000,,,,,,,,,,,,,0,
 Zeedijk 135,Studio,,149000,,,,,0,,,,,,,,0,
 Struikenstraat 20,Appartement,,149000,,,,,0,,,,,,,,0,
 Vergeet-mij-nietjeslaan 16,Appartement,,149000,,,,,0,,,,,,,,0,
 Albertushelling 1,Appartement,,149000,,1,,,0,,,,,,,,0,
 Raversijdestraat 22,Appartement,,149000,,,,,0,,,,,,,,0,
 Route de Mons 141,Duplex,,149000,,,,,0,,,,,,,,0,
 Chausseé de Châtelet  66,Appartement,,149000,,,,,0,,,,,,,,0,
,Maison,,149000,,,,,,,,,,, 2.75 ares,,0,
,Maison,,149000,,,,,,,,,,, 5.03 ares,,0,
 Stationsstraat 3,Appartement,,149000,,1,,,0,,,,,, 0.5 are,,0,
 Avenue de Péville 184,Appartement,,149000,,,,,0,,,,,,,,0,
 Lange Brilstraat 16,Appartement,,149000,,,,,0,,,,,,,,0,
 Zeedijk  257,Studio,,149000,,,,,0,,,,,,,,0,
 Route de Lessines D.0.3.,Appartement,,149000,,1,,,0,,,,1, 0.28 are,,,0,
 Chaussée de Tournai 46,Maison,,149000,,,,,0,,,,,,,,0,
 Potterijstraat 17,Maison,,149000,,,,,0,,,,,, 0.6 are,,0,
 Rolweg 83,Maison,,149000,,1,,,0,,,,,, 0.45 are,,0,
 Kerkstraat 2,Appartement,,149000,,,,,0,,,,,,,,0,
 du Rivage  1,Appartement,,149000,,,,,0,,,,,,,,0,
 Rue de Velaine 140 A,Maison,,149000,,,,,0,,,,,, 2.21 ares,,0,
 De Smet de Naeyerlaan 58,Appartement,,149000,,,,,0,,,,,,,,0,
 Weegschede 3,Maison,,149000,,,,,0,,,,1, 7.88 ares, 7.88 ares,,0,
 Rue Grande  C,Maison,,149000,,,,,0,,,,1, 2.6 ares, 3.34 ares,,0,
 Chaussée du Risquons-Tout 7,Penthouse,,149000,,,,,0,,,,,,,,0,
 Chaussée du Risquons-Tout 7,Appartement,,149000,,,,,0,,,,,,,,0,
 Rue du Banc de Sable C,Maison,,149000,,,,,0,,,,,, 2.19 ares,,0,
 Rue du Banc de Sable B,Maison,,149000,,,,,0,,,,,, 1.91 are,,0,
 Rue Grande  D,Maison,,149000,,,,,0,,,,1, 2.6 ares, 3.34 ares,,0,
 Rue Grande  B,Maison,,149000,,,,,0,,,,1, 2.6 ares, 3.34 ares,,0,
 Sergeant de Bruynestraat 47,Appartement,,149000,,,,,0,,,,,,,,0,
 Place Degauque 18,Maison,,149000,,,,,0,,,,,,,,0,
 Hoogstraat 38,Maison,,149000,,,,,0,,,,,, 3.13 ares,,0,
 Wipstraat 2,Appartement,,149000,,,,,0,,,,,,,,0,
 Rue de France 141a,Appartement,,149000,,,,,0,,,,,,,,0,
 Rue du Maréchal Foch 111,Maison,,149500,,,,,0,,,,,, 4 ares,,0,
 Fontaine Saint-Jean,Maison,,149500,,,,,0,,,,,,,,0,
 Fontaine Saint-Jean,Maison,,149500,,,,,0,,,,,,,,0,
 Neerhofstraat 25,Maison,,149500,,,,,0,,,,,, 1 are,,0,
 Onze-Lieve-Vrouwstraat 6,Appartement,,149500,,1,,,0,,,,,,,,0,
 Chaussée de Tongres 131,Maison,,149500,,,,,0,,,,1, 5 ares, 7.41 ares,,0,
 Zegelstraat 3,Appartement,,149500,,,,,0,,,,,,,,0,
 Stanleylaan 2,Appartement,,149500,,,,,0,,,,,,,,0,
 René Mouchottestraat 8,Appartement,,149500,,,,,0,,,,,,,,0,
 Rue des Carmes 1,Appartement,,149500,,,,,0,,,,,, 2.33 ares,,0,
 Rue Entre-Deux-Portes 6,Appartement,,149500,,,,,0,,,,,, 2.45 ares,,0,
 Kasteelstraat 144,Appartement,,149500,,,,,0,,,,,, 5.65 ares,,0,
 SCHENDELBEKEPLEIN 11,Maison,,149900,,,,,0,,,,,, 1.34 are,,0,
 Descampsstraat 50,Appartement,,150000,,1,,,,,,,,,,,0,
,Appartement,,150000,,,,,0,,,,,,,,0,
 Bergenstraat 1,Appartement,,150000,,,,,,,,,,,,,0,
 Route de Marche 57,Maison,,150000,,,,,0,,,,,,,,0,
,Maison,,150000,,,,,0,,,,,,,,0,
,Maison,,150000,,,,,0,,,,,,,,0,
,Maison,,150000,,,,,0,,,,,,,,0,
 Schermplantenstraat 77,Appartement,,150000,,1,,,0,,,,,,,,0,
 rue petite foxhalle 14,Appartement,,150000,,,,,0,,,,,,,,0,
,Appartement,,150000,,,,,,,,,,,,,0,
 REGENTIESTRAAT  82,Appartement,,150000,,,,,0,,,,,,,,0,
 Alexandre-Louis Vanhovestraat 5,Maison,,150000,,1,,,0,,,,,, 0.7 are,,0,
 Chemin de Mons à Gand 2,Maison,,150000,,,,,0,,,,,, 7.3 ares,,0,
 Doorniksesteenweg 40,Maison,,150000,,,,,0,,,,,, 0.95 are,,0,
 Alexandre-Louis Vanhovestraat 5,Maison,,150000,,1,,,0,,,,,, 0.7 are,,0,
 Heidestraat 195,Maison,,150000,,,,,0,,,,,,,,0,
 Leopoldlaan 109,Studio,,150000,,,,,0,,,,,,,,0,
 Cassellaan 32,Studio,,150000,,,,,0,,,,,,,,0,
 Brugsevaart 40,Rez-de-chaussée,,150000,,1,,,0,,,,1, 0.29 are, 0.75 are,,0,
 OUDENAARDSESTRAAT  484,Maison,,150000,,,,,0,,,,,, 1.27 are,,0,
 MEIRBROEKSTRAAT  4,Maison,,150000,,,,,0,,,,,, 6.6 ares,,0,
 Gulden Vlieslaan 8,Appartement,,150000,,,,,0,,,,,, 3 ares,,0,
 Gulden Vlieslaan 8,Appartement,,150000,,,,,0,,,,,, 3 ares,,0,
 Europagalerij 2,Appartement,,150000,,,,,0,,,,,,,,0,
 Rue Solovaz 8,Maison,,150000,,,,,0,,,,1, 1.71 are, 2.65 ares,,0,
 Rue de Ghislenghien 17,Maison,,150000,,,,,0,,,,,, 2.1 ares,,0,
 Chaussée de Gand 483,Appartement,,150000,,,,,0,,,,,,,,0,
 Vakantiestraat 4,Rez-de-chaussée,,150000,,1,,,0,,,,,,,,0,
 Avenue de l'Hippodrome 167,Studio,,150000,,,,,0,,,,,, 24.17 ares,,0,
 Rue de la Petite-Ile 8,Appartement,,153000,,1,,,0,,,,,,,,0,
 Rue de la Petite-Ile 8,Appartement,,153000,,1,,,0,,,,,,,,0,
 Heistlaan 168°,Maison,,153150,,,,,0,,,,,, 1.6 are,,0,
 Westhinderstraat 13,Maison,,153250,,,,,0,,,,1, 0.2 are,,,0,
 Rue Mionvaux 1A,Duplex,,154000,,,,,0,,,,1, 0.17 are,,,0,
 Rue Président Wilson,Appartement,,154500,,1,,,0,,,,,,,,0,
 Rue Président Wilson,Appartement,,154500,,1,,,0,,,,,,,,0,
,Maison,,154900,,,,,0,,,,,,,,0,
,Maison,,154900,,,,,0,,,,,,,,0,
 Albert I laan 77,Appartement,,154900,,1,,,0,,,,,, 0.35 are,,0,
 Rue de Ransart 6,Maison,,155000,,,,,0,,,,,, 4 ares,,0,
 avenue Louis Libert 9/,Immeuble,,155000,,,,,,,,,,, 5.46 ares,,0,
 avenue Louis Libert 9/,Immeuble,,155000,,,,,,,,,,, 5.46 ares,,0,
 Oswald Ponettestraat 12,Maison,,155000,,,,,0,,,,,, 1.1 are,,0,
 Avenue Van Overbeke 210,Appartement,,155000,,,,,0,,,,,,,,0,
 Zonnestraat 14,Maison,,155000,,,,,0,,,,,,,,0,
 Frans van Kalkenlaan 5,Appartement,,155000,,,,,0,,,,,,,,0,
 rue des Combattants 129,Maison,,155000,,,,,0,,,,,,,,0,
 Westendelaan 100,Appartement,,155000,,1,,,0,,,,,,,,0,
 Tempelhofstraat 6,Appartement,,155000,,1,,,,,,,,,,,0,
 Alfons Pieterslaan 4,Appartement,,155000,,1,,,,,,,,,,,0,
 Rue des Bachères 250,Maison,,155000,,,,,0,,,,,,,,0,
 Rue du Tilleul 24,Appartement,,155000,,1,,,0,,,,,,,,0,
,Maison,,155000,,,,,,,,,1, 0.79 are, 1.5 are,,0,
,Maison,,155000,,,,,,,,,,, 3.5 ares,,0,
 Paardevissersweg 3,Appartement,,155000,,1,,,0,,,,,, 7.54 ares,,0,
 rodenbachstraat 28,Appartement,,155000,,,,,0,,,,,,,,0,
 Bredabaan 272-274,Appartement,,155000,,,,,0,,,,,,,,0,
 Rue Entre-Deux-Portes 6,Appartement,,155000,,,,,0,,,,,, 2.45 ares,,0,
 Rue Maréchal Foch 7,Maison,,155000,,,,,0,,,,,, 1.15 are,,0,
 Rue des Fagnes 17,Maison,,155000,,,,,0,,,,,, 2.55 ares,,0,
 Albert I laan 265 0102,Studio,,155000,,,,,0,,,,,, 0.4 are,,0,
 Devlemincklaan 11,Appartement,,155000,,1,,,0,,,,,,,,0,
 Rue Grande 189,Appartement,,155000,,,,,0,,,,,, 0.83 are,,0,
 Rijksweg 213,Appartement,,155000,,1,,,0,,,,,,,,0,
 Kaai 13,Appartement,,155000,,1,,,0,,,,,, 0.91 are,,0,
 Rue de la Petite-Ile 8,Appartement,,155000,,1,,,0,,,,,,,,0,
 Vakantiestraat 4,Rez-de-chaussée,,155000,,1,,,0,,,,,,,,0,
 Rue Saint-Trond 18,Appartement,,155000,,1,,,0,,,,,,,,0,
 Rue de la Petite-Ile 8,Appartement,,155500,,1,,,0,,,,,,,,0,
 Astridlaan 460,Appartement,,156000,,1,,,0,,,,,,,,0,
 Van Geertstraat 27-35,Appartement,,156700,,1,,,0,,,,,,,,0,
,Appartement,,157000,,1,,,0,,,,,,,,0,
 Kastanjelaan 2,Appartement,,157000,,1,,,0,,,,,,,,0,
 Arthur de Greefplein 11,Studio,,157000,,,,,0,,,,,,,,0,
 Rue Président Wilson,Appartement,,157500,,1,,,0,,,,,,,,0,
 Zeedijk 265,Appartement,,158000,,1,,,0,,,,,,,,0,
 Zeelaan 41,Appartement,,158000,,1,,,0,,,,,,,,0,
,Immeuble,,158000,,,,,0,,,,1, 5 ares, 14.5 ares,,0,
 Avenue Camille Bellenger 4,Appartement,,158000,,,,,0,,,,,,,,0,
 Kwakkelberg 14,Appartement,,159000,,1,,,0,,,,,,,,0,
 Gentstraat 6,Appartement,,159000,,1,,,0,,,,,,,,0,
 Van Iseghemlaan 38,Appartement,,159000,,,,,0,,,,,,,,0,
 Petit Barvaux 25,Maison,,159000,,,,,0,,,,,,,,0,
 Statiestraat 130,Appartement,,159000,,,,,0,,,,,,,,0,
 Zeedijk 250,Studio,,159000,,,,,0,,,,,,,,0,
 Sint-idesbaldusstraat 21,Appartement,,159000,,,,,0,,,,,,,,0,
 Zeedijk 250,Appartement,,159000,,1,,,0,,,,,,,,0,
,Appartement,,159000,,,,,0,,,,,,,,0,
 Vlaanderenstraat 14,Appartement,,159000,,,,,0,,,,,,,,0,
 Albert I laan 112,Appartement,,159000,,,,,0,,,,,,,,0,
 Grote markt 16,Studio,,159000,,1,,,0,,,,,,,,0,
 Zeelaan 43,Appartement,,159000,,1,,,0,,,,,,,,0,
 Oude Havenstraat 7,Maison,,159000,,,,,0,,,,1, 1 are, 1.73 are,,0,
 rue du bas 36,Maison,,159000,,,,,0,,,,,, 10.8 ares,,0,
,Maison,,159000,,,,,,,,,,, 1.2 are,,0,
,Maison,,159000,,,,,,,,,,, 2.08 ares,,0,
 Rijselstraat 20,Maison,,159000,,,,,0,,,,,, 2.8 ares,,0,
